sector,sector_id,year,LP,K,NET,LH
その他のサービス,29,2006,2683.112837,527.1,1417.281572,995396.08
農林水産業,1,2007,1055.133399,199.3,940.6470097,627181.36
鉱業,2,2007,7724.4572,10,1422.56046,9867.36
食料品,3,2007,4764.151395,401.1,844.682213,300513.12
繊維製品,4,2007,1579.264667,139.1,915.8937988,121088
パルプ・紙・紙加工品,5,2007,4799.398771,61.1,885.9965644,52346.14
化学,6,2007,11382.25786,1078,629.3335636,81168.43
石油・石炭製品,7,2007,87203.17541,204.9,163.7823596,5892.79
窯業・土石製品,8,2007,5048.059474,61.9,928.9916406,77009.79
一次金属,9,2007,9916.023012,195.6,391.7356703,101565.92
金属製品,10,2007,3261.578408,204.7,846.3146012,199590.48
はん用・生産用・業務用機械,11,2007,5421.641513,825.8,896.3727499,306307.6
電子部品・デバイス,12,2007,2762.459241,242.6,684.8431207,128841.72
電気機械,13,2007,4695.232771,3070.5,902.4711032,135256.34
情報・通信機器,14,2007,5940.42721,154.7,981.8301808,58628.78
輸送用機械,15,2007,6852.856266,596.8,556.8758094,274866.41
その他の製造品,16,2007,2235.121078,807.8,1003.982339,393871.28
電気・ガス・水道・廃棄物処理業,17,2007,16995.15961,267.6,867.6641538,112635.6
建設業,18,2007,2405.510078,453.6,1151.864672,1176378.36
卸売・小売業,19,2007,3598.276289,3331.4,1611.930758,1976788.17
運輸・郵便業,20,2007,3838.718608,1060,964.4280215,815787.85
宿泊・飲食サービス業,21,2007,2851.190173,621.2,1345.998819,539914.88
情報通信業,22,2007,7306.663311,5516,924.6681843,345235.56
金融・保険業,23,2007,7951.143,4666.1,1801.675605,299650
不動産業,24,2007,30511.16237,283.3,2869.153247,194967.99
専門・科学技術、業務支援サービス業,25,2007,3397.247807,1613.3,1971.398063,1125216.71
公務,26,2007,7238.892962,1189,2126.962256,363391.2
教育,27,2007,5979.504134,600.3,1724.05579,306696
保健衛生・社会事業,28,2007,3166.389726,1345,1480.257986,1008195.54
その他のサービス,29,2007,2700.950545,532.8,1444.907572,981554.44
農林水産業,1,2008,1169.293517,185.8,966.1241928,609188.36
鉱業,2,2008,6853.548537,10.3,1444.442399,9707.38
食料品,3,2008,4571.381841,412,868.7509063,295676.46
繊維製品,4,2008,1627.447355,140.6,941.7394214,114006.76
パルプ・紙・紙加工品,5,2008,4886.290008,61.4,915.7245269,49542.7
化学,6,2008,11356.56988,1098.4,645.2776453,81772.05
石油・石炭製品,7,2008,83761.91422,209.1,169.5707053,6043.2
窯業・土石製品,8,2008,4746.14424,62.3,955.2202407,77831.6
一次金属,9,2008,9752.908151,197.7,406.4894043,101601.49
金属製品,10,2008,3184.264628,205.9,869.8220147,194029.1
はん用・生産用・業務用機械,11,2008,5778.21615,838.4,919.4143218,303060.66
電子部品・デバイス,12,2008,2987.231806,230.4,701.9776919,124208.64
電気機械,13,2008,4645.522707,3120.1,924.1203436,129397.71
情報・通信機器,14,2008,6836.95674,147.2,998.5768738,53693.48
輸送用機械,15,2008,7251.819028,608.8,571.9878456,265516.83
その他の製造品,16,2008,2248.905383,805.5,1034.061069,377823.81
電気・ガス・水道・廃棄物処理業,17,2008,17636.57603,277.6,883.1653957,113856
建設業,18,2008,2319.724368,467.3,1180.119052,1132660.43
卸売・小売業,19,2008,3565.100352,3506,1625.410089,1957496.09
運輸・郵便業,20,2008,3813.763339,1131.7,975.8234624,799617
宿泊・飲食サービス業,21,2008,2797.682844,628.8,1393.85314,519326.2
情報通信業,22,2008,7715.512293,5573.4,935.3867857,331002
金融・保険業,23,2008,6500.473816,4653,1821.261917,313877.12
不動産業,24,2008,31908.55062,293,2868.024503,187474.2
専門・科学技術、業務支援サービス業,25,2008,3506.307015,1609.9,1999.643406,1149038
公務,26,2008,7450.62552,1109.9,2146.967791,353289.8
教育,27,2008,6151.937353,664.4,1749.046358,300583.36
保健衛生・社会事業,28,2008,3091.34041,1287.3,1517.474045,1035631.66
その他のサービス,29,2008,2646.219493,537.2,1470.80529,979302.74
農林水産業,1,2009,1150.602325,177,977.9894057,571891.77
鉱業,2,2009,4355.114708,10.2,1476.690416,8619.75
食料品,3,2009,4226.703229,404,868.922094,292965.92
繊維製品,4,2009,1459.746351,135.8,949.4217173,105627.94
パルプ・紙・紙加工品,5,2009,4271.716607,59,916.9731843,46400.55
化学,6,2009,11478.99934,1065.3,643.4091829,77607.81
石油・石炭製品,7,2009,89999.38682,202.9,171.8033326,5871.04
窯業・土石製品,8,2009,3780.595942,59.8,957.7471173,64868.08
一次金属,9,2009,8238.966661,191,409.6421796,86819.14
金属製品,10,2009,3099.502089,198.3,870.6002376,164768.4
はん用・生産用・業務用機械,11,2009,5073.685942,811.3,913.6487912,246306.14
電子部品・デバイス,12,2009,3032.081829,213,695.1674255,103849.44
電気機械,13,2009,4236.699542,3017.9,914.7124471,114896.04
情報・通信機器,14,2009,6913.155562,140.8,981.8087602,49303.1
輸送用機械,15,2009,6343.694723,594.3,566.3424156,228486.72
その他の製造品,16,2009,1936.011189,768.7,1033.827524,338205.69
電気・ガス・水道・廃棄物処理業,17,2009,14264.51828,273.4,886.9050078,115385.6
建設業,18,2009,2429.785748,460.5,1177.013422,1062134.8
卸売・小売業,19,2009,3495.549201,3525.1,1623.523665,1907165.26
運輸・郵便業,20,2009,3325.026207,1147.7,984.1785738,799795.2
宿泊・飲食サービス業,21,2009,2610.377809,610.6,1393.56275,510876.24
情報通信業,22,2009,7768.766831,5405.1,929.2156999,320476.86
金融・保険業,23,2009,6636.387457,5005.7,1780.247743,308244.51
不動産業,24,2009,32916.03169,279.9,3046.150789,181798.95
専門・科学技術、業務支援サービス業,25,2009,3394.312562,1582.8,1965.767661,1126655.23
公務,26,2009,7485.835073,1033.2,2188.008215,352993.35
教育,27,2009,6374.440109,720.9,1779.162373,292289.2
保健衛生・社会事業,28,2009,3081.775406,1236.5,1511.997356,1064801.8
その他のサービス,29,2009,2546.380998,519.3,1459.935339,968185.83
農林水産業,1,2010,1161.669054,169.1,983.7633992,537106.5
鉱業,2,2010,4731.341164,10.1,1484.775431,8310.54
食料品,3,2010,4320.948976,397.6,874.8751057,297642.95
繊維製品,4,2010,1468.521727,131,956.6078605,102218.44
パルプ・紙・紙加工品,5,2010,4682.697951,56.6,923.0722309,47297.52
化学,6,2010,12705.93183,1027.7,644.6444783,78466.5
石油・石炭製品,7,2010,93436.64079,195.5,173.0002355,5935.68
窯業・土石製品,8,2010,4242.284952,57.5,960.3497103,66440.61
一次金属,9,2010,11363.7255,185.6,414.7425761,93063.67
金属製品,10,2010,3006.740813,192.1,874.7882056,168451.5
はん用・生産用・業務用機械,11,2010,5394.568025,795.2,914.3243145,265407.72
電子部品・デバイス,12,2010,3959.961195,217.3,692.4137358,107925.3
電気機械,13,2010,4822.063166,2911.2,918.0072256,120228.62
情報・通信機器,14,2010,8585.295001,139,981.8791947,48991.91
輸送用機械,15,2010,7283.619767,590.9,563.9484133,244084.68
その他の製造品,16,2010,2164.164946,732.6,1036.969272,343656.8
電気・ガス・水道・廃棄物処理業,17,2010,15671.43987,269.9,887.6563726,114977.31
建設業,18,2010,2382.04182,462.8,1177.157474,1028227.12
卸売・小売業,19,2010,3562.046219,3612.9,1617.214162,1922271.52
運輸・郵便業,20,2010,3410.47773,1148.4,984.8762206,804849.12
宿泊・飲食サービス業,21,2010,2514.522109,589.3,1408.467638,520146.55
情報通信業,22,2010,7676.094485,5394.2,917.9293876,322918.12
金融・保険業,23,2010,6817.063586,5114.6,1762.721632,300515.02
不動産業,24,2010,33950.88123,263.7,3099.613312,178794.77
専門・科学技術、業務支援サービス業,25,2010,3271.809006,1547.9,1964.210901,1166327.25
公務,26,2010,7454.686581,1043.4,2200.912613,350709.58
教育,27,2010,6346.496826,744.8,1790.774279,294786.25
保健衛生・社会事業,28,2010,3012.687371,1170.4,1509.67751,1119047.41
その他のサービス,29,2010,2561.625843,493.2,1461.275275,950263.68
農林水産業,1,2011,1210.862904,160.8,980.8810388,522346.5
鉱業,2,2011,4894.191541,10.4,1465.953063,8177.04
食料品,3,2011,4264.686893,396.5,882.796192,285770.1
繊維製品,4,2011,1542.503723,127.9,959.4803227,97030.56
パルプ・紙・紙加工品,5,2011,4449.548594,54.9,930.1542543,49449.96
化学,6,2011,12573.40135,1007.1,645.4006565,77859.6
石油・石炭製品,7,2011,86418.77495,191.7,172.4490068,5932.16
窯業・土石製品,8,2011,4630.537982,56,958.3139433,65849.8
一次金属,9,2011,9129.688295,180.7,418.8482546,96830.25
金属製品,10,2011,2725.25524,186.9,875.8008569,169914.36
はん用・生産用・業務用機械,11,2011,5646.445056,768.9,915.264683,275022.6
電子部品・デバイス,12,2011,4165.579593,203.4,691.4256295,109314.92
電気機械,13,2011,4964.424324,2845.5,919.4695875,119848.74
情報・通信機器,14,2011,8827.689723,126.4,977.3226564,45676.73
輸送用機械,15,2011,6663.23841,585.8,564.2366852,241522.2
その他の製造品,16,2011,2169.940968,702.8,1041.511905,347097
電気・ガス・水道・廃棄物処理業,17,2011,13803.83295,269.5,878.5164488,115659.18
建設業,18,2011,2432.256813,462.6,1177.846317,1014629.7
卸売・小売業,19,2011,3726.70956,3743.1,1586.406943,1873223.52
運輸・郵便業,20,2011,3397.53497,1115.2,973.2352565,798172.8
宿泊・飲食サービス業,21,2011,2522.434783,576.7,1426.650613,511549.4
情報通信業,22,2011,7845.143032,5297.2,915.2472842,313212.9
金融・保険業,23,2011,6787.789022,4947.9,1746.456108,297068.75
不動産業,24,2011,33007.39979,255.7,3011.699134,185937.7
専門・科学技術、業務支援サービス業,25,2011,3412.111138,1555,1934.368186,1164150.24
公務,26,2011,7575.192511,1021.7,2161.062752,348042.64
教育,27,2011,6461.352504,769.9,1768.888492,296263.05
保健衛生・社会事業,28,2011,2947.054632,1143.4,1509.783588,1156123.8
その他のサービス,29,2011,2523.622892,470,1453.464857,951211.85
農林水産業,1,2012,1248.8198,158.1,989.7678566,501313.32
鉱業,2,2012,4745.923071,10.6,1477.352061,7821.45
食料品,3,2012,4120.800151,400.1,901.4859292,301269.16
繊維製品,4,2012,1575.103239,127.2,975.077485,98920.5
パルプ・紙・紙加工品,5,2012,4060.242834,54.4,948.0095345,48955.2
化学,6,2012,12705.52799,1002.2,659.0013257,79002.62
石油・石炭製品,7,2012,93130.70883,190.6,173.1502615,5990.72
窯業・土石製品,8,2012,4379.192468,55.8,971.7028558,64386.3
一次金属,9,2012,10039.77404,180,426.838455,95675.46
金属製品,10,2012,2762.933036,186.7,890.4822533,174296.66
はん用・生産用・業務用機械,11,2012,5531.870167,772.2,931.9621902,279140.68
電子部品・デバイス,12,2012,4642.405652,204.6,703.4617439,95730.54
電気機械,13,2012,5119.39727,2837.1,939.4871991,117470.86
情報・通信機器,14,2012,9041.745198,120.7,997.0265904,41013.1
輸送用機械,15,2012,6920.763238,595.5,573.3103872,250954.98
その他の製造品,16,2012,2191.0273,693.1,1059.863265,350456.61
電気・ガス・水道・廃棄物処理業,17,2012,12076.68122,274,890.0588065,114656.5
建設業,18,2012,2409.902989,471.9,1200.676719,1018493.28
卸売・小売業,19,2012,3930.087129,3877.9,1607.711886,1821944.34
運輸・郵便業,20,2012,3573.335586,1072.1,987.7688272,787225.25
宿泊・飲食サービス業,21,2012,2486.305177,573.1,1460.98291,498398.19
情報通信業,22,2012,7824.81366,5403.8,943.2124879,315401.76
金融・保険業,23,2012,6785.293437,4879.5,1797.395043,303298.6
不動産業,24,2012,33768.77434,251.1,2990.43419,183064.98
専門・科学技術、業務支援サービス業,25,2012,3437.150095,1649.2,1962.826431,1161537.87
公務,26,2012,7613.497302,915,2177.597639,345596.76
教育,27,2012,6297.85063,823.1,1786.887787,303810
保健衛生・社会事業,28,2012,2975.447515,1202.3,1536.216328,1207522.56
その他のサービス,29,2012,2490.874532,466.4,1473.613866,965114.85
農林水産業,1,2013,1305.823361,156.7,1003.364382,471970.42
鉱業,2,2013,5748.148792,11,1501.830714,7364.11
食料品,3,2013,4044.101659,405.6,923.4224872,308820.13
繊維製品,4,2013,1506.219198,127.8,995.3738382,96798.66
パルプ・紙・紙加工品,5,2013,4255.642816,54.4,969.5687665,49827.96
化学,6,2013,12505.6839,1005.6,677.5481767,81853.98
石油・石炭製品,7,2013,118422.3444,191,174.7290278,6111.6
窯業・土石製品,8,2013,4401.823354,56.4,991.3691554,66747.34
一次金属,9,2013,10863.74618,181,436.0462419,91379.16
金属製品,10,2013,2890.437972,188.7,910.0873367,166268.92
はん用・生産用・業務用機械,11,2013,5085.873744,786.4,954.3009788,287659.52
電子部品・デバイス,12,2013,4766.881286,211.4,720.3903702,89907.84
電気機械,13,2013,5238.738739,2853.4,966.0349373,113220
情報・通信機器,14,2013,10109.85684,116.8,1025.671752,36068.76
輸送用機械,15,2013,6111.637132,609.9,585.6338689,245026
その他の製造品,16,2013,2242.513542,693.1,1083.266073,356310
電気・ガス・水道・廃棄物処理業,17,2013,13139.74648,280.1,909.9583777,113197.77
建設業,18,2013,2667.90069,483.1,1232.258822,992353.28
卸売・小売業,19,2013,4071.872029,4003.4,1651.163929,1782948.96
運輸・郵便業,20,2013,3603.040485,1032.8,1012.792398,787634.78
宿泊・飲食サービス業,21,2013,2687.578601,573.8,1499.616745,495922.24
情報通信業,22,2013,8082.106188,5583.6,984.4937653,315688.75
金融・保険業,23,2013,7501.952327,4863.5,1875.545196,297798.48
不動産業,24,2013,36500.62935,245.3,3002.487607,172511.82
専門・科学技術、業務支援サービス業,25,2013,3397.633347,1782.6,2012.556008,1209394.77
公務,26,2013,7671.745051,773.3,2218.908173,340049.1
教育,27,2013,6455.738734,879.9,1821.659142,293899.75
保健衛生・社会事業,28,2013,3039.36275,1295,1572.759703,1222628
その他のサービス,29,2013,2446.233847,466.7,1504.353745,956237.28
農林水産業,1,2014,1252.415089,152,1012.765473,463807.89
鉱業,2,2014,6098.48458,11.3,1513.415676,7064.05
食料品,3,2014,3948.712728,410.6,935.6752378,319828.28
繊維製品,4,2014,1298.058354,128.4,1008.188304,108793.26
パルプ・紙・紙加工品,5,2014,4121.271301,54.4,982.8904392,52187.78
化学,6,2014,11959.53143,1012.8,686.8728749,85362.04
石油・石炭製品,7,2014,100207.9875,192.3,175.6921414,6336.92
窯業・土石製品,8,2014,4403.245968,56.9,1001.245868,69262.54
一次金属,9,2014,11292.0188,181.3,441.7233967,89611.08
金属製品,10,2014,3003.662692,189.7,920.7645706,162102.09
はん用・生産用・業務用機械,11,2014,4950.717252,788.6,965.6705804,304333.68
電子部品・デバイス,12,2014,5750.92251,195.8,729.3975041,85841.88
電気機械,13,2014,5910.324139,2867.1,976.6637307,113320.35
情報・通信機器,14,2014,10988.62331,123.7,1032.488816,33731.25
輸送用機械,15,2014,6347.397893,616.5,592.9878769,241194.9
その他の製造品,16,2014,2262.900665,693,1097.712213,361465.27
電気・ガス・水道・廃棄物処理業,17,2014,14049.62863,284,918.1081922,112148.16
建設業,18,2014,2688.601767,487.4,1249.019798,1003268.7
卸売・小売業,19,2014,3953.774015,4093.8,1664.873217,1749622
運輸・郵便業,20,2014,3733.332285,1002.3,1023.205652,778235.04
宿泊・飲食サービス業,21,2014,2741.523098,575.4,1523.111913,492445.24
情報通信業,22,2014,7636.702469,5640,1002.14539,335568.92
金融・保険業,23,2014,8013.180357,4860.8,1904.74829,277898.4
不動産業,24,2014,36153.25622,223.5,3009.623901,176865.12
専門・科学技術、業務支援サービス業,25,2014,3412.163907,1839.5,2029.384662,1203769.84
公務,26,2014,7619.765002,827.2,2235.832224,343072.26
教育,27,2014,6471.338699,886.8,1837.969745,292219.29
保健衛生・社会事業,28,2014,2994.168204,1317.8,1593.88978,1256419.06
その他のサービス,29,2014,2433.533763,457,1523.726155,946393.28
農林水産業,1,2015,1213.417366,149.1,997.0352502,458531.43
鉱業,2,2015,5645.228044,10.1,1541.765303,7248.6
食料品,3,2015,4011.852262,389.2,934.5496995,328922.88
繊維製品,4,2015,1409.884659,118.5,996.5195557,113151.1
パルプ・紙・紙加工品,5,2015,4784.827846,48.9,974.0095983,52378.06
化学,6,2015,12688.56952,866.8,695.9286271,88656.96
石油・石炭製品,7,2015,80349.50507,150.2,173.6525417,6546.4
窯業・土石製品,8,2015,4282.645097,69.8,1010.070052,71736.04
一次金属,9,2015,11185.19535,220.3,440.9884739,87652.47
金属製品,10,2015,3161.837171,226.6,944.2923057,159903.87
はん用・生産用・業務用機械,11,2015,5116.598194,872.5,976.8361155,309072.54
電子部品・デバイス,12,2015,6343.474505,190.9,736.23224,85210.4
電気機械,13,2015,5912.307665,2831.8,991.0233271,112145.72
情報・通信機器,14,2015,11275.98315,129.2,1044.092977,32592.28
輸送用機械,15,2015,6499.35266,748.9,594.7188577,239317.68
その他の製造品,16,2015,2363.914413,622.1,1079.359798,368050.55
電気・ガス・水道・廃棄物処理業,17,2015,13895.80704,300,939.120717,110759.31
建設業,18,2015,2833.205657,514.4,1273.581246,984563.19
卸売・小売業,19,2015,4122.81964,4015.6,1737.308817,1702805.51
運輸・郵便業,20,2015,3722.730963,1024.2,1057.615911,765451.5
宿泊・飲食サービス業,21,2015,2629.099191,550.9,1515.7911,483918.6
情報通信業,22,2015,7723.299846,5804,1068.849625,344618.24
金融・保険業,23,2015,8266.097154,4927.2,2015.901038,278272.8
不動産業,24,2015,33652.11422,222.5,3080.846382,191870.56
専門・科学技術、業務支援サービス業,25,2015,3504.637751,2093.2,2066.014769,1204566.72
公務,26,2015,7676.945371,966.3,2303.943827,343798.2
教育,27,2015,6361.538306,824.3,1877.697289,295667.48
保健衛生・社会事業,28,2015,3057.165644,1436.1,1571.40665,1305035.6
その他のサービス,29,2015,2444.791909,495,1564.78562,924364.97
農林水産業,1,2016,1178.664172,146.1,980.2372988,434025.24
鉱業,2,2016,5128.58974,9.3,1547.607193,7333.4
食料品,3,2016,4121.845329,373,926.6519181,325917.13
繊維製品,4,2016,1385.419778,111.4,981.8988473,98396.17
パルプ・紙・紙加工品,5,2016,4745.152113,45.1,961.0389371,54217.44
化学,6,2016,13645.44677,765.8,695.7824762,90197.12
石油・石炭製品,7,2016,86085.62024,121.6,171.0302101,6188.49
窯業・土石製品,8,2016,4060.12146,77.8,1007.46465,72389.46
一次金属,9,2016,11238.82503,244.8,437.3807762,88987.95
金属製品,10,2016,2939.366707,249.5,952.9317209,164467.4
はん用・生産用・業務用機械,11,2016,4908.727037,923.1,977.0617565,316014.72
電子部品・デバイス,12,2016,6871.430123,185.9,735.0636566,85372.33
電気機械,13,2016,6058.24233,2794.1,992.78285,110764.8
情報・通信機器,14,2016,10629.94818,131.8,1043.233264,29979.45
輸送用機械,15,2016,6137.494645,832,591.5883433,252485.76
その他の製造品,16,2016,2217.30221,571.8,1059.410593,373088.52
電気・ガス・水道・廃棄物処理業,17,2016,13558.46956,308.2,944.930055,113170.59
建設業,18,2016,3011.482925,529.4,1278.701667,969047.5
卸売・小売業,19,2016,4108.675847,3941.6,1768.123235,1696439.5
運輸・郵便業,20,2016,3706.653662,1025,1071.036645,765472.11
宿泊・飲食サービス業,21,2016,2718.042575,531.6,1500.868789,486798.85
情報通信業,22,2016,7940.201015,5878.2,1097.623971,338213.1
金融・保険業,23,2016,7678.025664,4942.5,2065.822126,294226.68
不動産業,24,2016,32678.34123,220.5,3106.595837,198277.2
専門・科学技術、業務支援サービス業,25,2016,3541.915164,2217.3,2077.799068,1236181.5
公務,26,2016,7888.277552,1125.8,2329.889919,337286.56
教育,27,2016,6253.97017,759.8,1889.032247,301215.06
保健衛生・社会事業,28,2016,3102.831253,1499,1544.46615,1342486.8
その他のサービス,29,2016,2410.259155,516.1,1583.001344,919901.08
農林水産業,1,2017,1200.463386,148.1,964.907516,429292.56
鉱業,2,2017,5683.02796,8.7,1543.523704,7138.8
食料品,3,2017,4076.317164,360.2,917.6218939,335354.18
繊維製品,4,2017,1457.787151,106,966.8756391,92173.95
パルプ・紙・紙加工品,5,2017,4848.378189,42.3,947.1918368,55230.84
化学,6,2017,13284.08787,694.9,690.956769,92564.88
石油・石炭製品,7,2017,80173.74768,102.1,168.6525361,6773.04
窯業・土石製品,8,2017,4504.363787,82.7,1000.226799,71064.42
一次金属,9,2017,10799.86711,259.5,432.859559,91115.01
金属製品,10,2017,3133.049858,263.1,953.1944891,167475.79
はん用・生産用・業務用機械,11,2017,5167.283899,949,971.5471599,326349.4
電子部品・デバイス,12,2017,6519.098879,187.5,729.4852993,89089
電気機械,13,2017,6855.0896,2750.9,988.4445715,111104.31
情報・通信機器,14,2017,10679.9911,125.9,1037.920689,28631.11
輸送用機械,15,2017,6413.507691,881,585.8146806,255816.33
その他の製造品,16,2017,2386.391307,534.9,1040.364769,374942.7
電気・ガス・水道・廃棄物処理業,17,2017,14582.69931,312.5,943.0481445,113856.15
建設業,18,2017,3048.520581,536.1,1273.579592,977838.24
卸売・小売業,19,2017,4213.871144,3871.7,1774.336372,1705023.66
運輸・郵便業,20,2017,3812.757503,1027.8,1072.651562,768126.48
宿泊・飲食サービス業,21,2017,2846.331504,518.2,1482.58898,478668.77
情報通信業,22,2017,7845.347962,5872.3,1106.5941,344313.6
金融・保険業,23,2017,7606.800557,4933.9,2077.931357,302898.7
不動産業,24,2017,32518.49102,220.2,3108.850445,200616.32
専門・科学技術、業務支援サービス業,25,2017,3400.885792,2267.9,2070.224038,1276855.58
公務,26,2017,7811.870528,1284.4,2331.470381,342549.2
教育,27,2017,6111.69477,693.1,1885.025608,308942.13
保健衛生・社会事業,28,2017,3066.250017,1522,1516.996315,1353161.02
その他のサービス,29,2017,2405.04768,536,1586.600667,924285.21
農林水産業,1,2018,1099.070607,144.5,953.6007016,438243
鉱業,2,2018,5661.775983,8.2,1539.985977,7041.96
食料品,3,2018,4025.53881,350.1,907.6196053,338891.28
繊維製品,4,2018,1641.756157,101.9,953.0075754,90439.74
パルプ・紙・紙加工品,5,2018,4978.455497,40.2,935.4233994,54737.86
化学,6,2018,13872.85462,645.5,684.8620835,93515
石油・石炭製品,7,2018,80777.29657,88.9,167.7509847,6733.08
窯業・土石製品,8,2018,4342.460373,85.5,995.0941442,71549.3
一次金属,9,2018,10182.87009,268,429.3167006,90709.2
金属製品,10,2018,3237.519497,270.4,949.9953298,170281.6
はん用・生産用・業務用機械,11,2018,5354.008903,953.6,963.0619038,336418.94
電子部品・デバイス,12,2018,7468.155353,179.3,722.795469,89654
電気機械,13,2018,7561.743385,2714.2,978.3645231,111186
情報・通信機器,14,2018,11644.6343,114.9,1024.878267,27305.28
輸送用機械,15,2018,6562.19153,906.5,579.5405182,255778.88
その他の製造品,16,2018,2589.86839,505.4,1023.908536,370976.38
電気・ガス・水道・廃棄物処理業,17,2018,15188.36226,318.4,939.353967,111574.9
建設業,18,2018,3015.070666,535.1,1265.429695,977118.06
卸売・小売業,19,2018,4151.641783,3801.7,1766.477262,1689391.9
運輸・郵便業,20,2018,3759.569857,1070.3,1068.882424,768284.7
宿泊・飲食サービス業,21,2018,2685.350566,506.7,1462.826325,500109.75
情報通信業,22,2018,7902.983333,5755.8,1111.26766,349842.57
金融・保険業,23,2018,7858.20659,4908.7,2066.371147,294481.95
不動産業,24,2018,31325.80595,233.5,3096.689256,208814.42
専門・科学技術、業務支援サービス業,25,2018,3335.318938,2289.5,2038.78305,1309425
公務,26,2018,7875.38283,1169,2317.932249,341551.65
教育,27,2018,6167.965163,755.6,1873.410328,306467.36
保健衛生・社会事業,28,2018,3100.169585,1487.9,1491.999614,1375002.2
その他のサービス,29,2018,2392.564733,579.1,1568.242787,920284.4
農林水産業,1,2019,1200.970023,141.6,958.72437,406612.98
鉱業,2,2019,5822.21611,8,1558.186481,6543.9
食料品,3,2019,4090.482485,347.6,910.9922381,330046.64
繊維製品,4,2019,1682.945985,100.3,954.9368884,86099.02
パルプ・紙・紙加工品,5,2019,5063.808786,39.2,938.3707151,53797.45
化学,6,2019,14868.62988,619.7,688.465298,94694.67
石油・石炭製品,7,2019,82574.52967,80.8,169.183623,6829.83
窯業・土石製品,8,2019,4273.188816,88.5,1003.748293,69496.11
一次金属,9,2019,9815.839654,277.5,432.1181204,90536.32
金属製品,10,2019,3129.664814,278.8,959.3957061,168951
はん用・生産用・業務用機械,11,2019,5293.625494,967,968.8071073,329309.28
電子部品・デバイス,12,2019,7285.962607,173.9,726.7560254,87306.24
電気機械,13,2019,7407.215215,2724.4,982.3711647,111770.75
情報・通信機器,14,2019,11577.43176,107.5,1026.9428,26183.7
輸送用機械,15,2019,6679.160373,935.2,582.1825203,249907.16
その他の製造品,16,2019,2648.810189,490.6,1024.88983,362423.1
電気・ガス・水道・廃棄物処理業,17,2019,14967.50388,324.4,948.9588056,110225.46
建設業,18,2019,3007.647329,540.5,1274.961949,962050.96
卸売・小売業,19,2019,4203.152584,3800.3,1778.796072,1643149.96
運輸・郵便業,20,2019,3778.088219,1110,1078.953935,758862.64
宿泊・飲食サービス業,21,2019,2555.399648,504.7,1466.147428,491488.68
情報通信業,22,2019,7786.645545,5727.1,1127.327953,359155.94
金融・保険業,23,2019,7798.109539,4951.8,2078.485129,293472.41
不動産業,24,2019,32481.11466,230.9,3126.072722,203054.3
専門・科学技術、業務支援サービス業,25,2019,3335.198413,2326.9,2038.616654,1306896.76
公務,26,2019,8118.455813,1245,2334.352828,333749.43
教育,27,2019,6317.820696,733.4,1887.536245,300073.41
保健衛生・社会事業,28,2019,3200.098124,1411.8,1492.86188,1371326.7
その他のサービス,29,2019,2348.074149,638.7,1578.348017,939455
